policy_id,customer_id,policy_type,premium_amount,coverage_amount,policy_start_date,policy_end_date,policy_status,policy_risk_level
POL_433059,CUST_836111,home,2193,100000,2019-10-13,2021-12-12,active,medium
POL_813649,CUST_504682,home,2714,110000,2021-02-13,2022-05-27,active,medium
POL_199748,CUST_371090,life,1146,150000,2022-09-15,2024-12-26,active,medium
POL_962118,CUST_954446,auto,1438,25000,2019-04-05,2020-06-28,active,low
POL_209645,CUST_273616,health,983,87500,2023-07-18,2024-08-04,active,high
POL_652040,CUST_273616,life,2387,187500,2021-10-14,2024-07-16,active,high
POL_614361,CUST_883833,health,1204,94500,2024-05-22,2026-07-28,active,high
POL_479102,CUST_752788,health,1707,70000,2022-08-04,2024-02-06,active,high
POL_541481,CUST_752788,home,2284,100000,2021-11-14,2024-02-28,active,low
POL_464083,CUST_443226,auto,1215,25000,2020-08-31,2022-03-11,active,high
POL_149461,CUST_443226,home,2134,100000,2020-11-23,2023-05-25,active,high
POL_896916,CUST_609092,life,1490,165000,2022-11-01,2025-09-19,active,high
POL_958914,CUST_609092,auto,1915,25000,2020-02-23,2021-03-04,active,medium
POL_721456,CUST_552292,auto,918,25000,2019-08-18,2021-01-28,active,high
POL_491796,CUST_552292,home,2290,100000,2023-07-25,2026-01-28,active,low
POL_823447,CUST_920528,health,843,77000,2019-05-23,2022-04-29,active,low
POL_670564,CUST_920528,auto,632,25000,2020-06-16,2023-02-02,active,high
POL_394197,CUST_450226,home,2192,100000,2024-05-03,2025-05-17,active,low
POL_681062,CUST_129096,life,597,150000,2022-09-18,2024-09-04,active,medium
POL_973265,CUST_129096,home,2207,100000,2024-05-12,2027-03-20,active,low
POL_553668,CUST_604575,health,717,70000,2018-06-23,2020-06-04,active,medium
POL_674900,CUST_313795,home,2006,100000,2021-12-12,2024-03-16,active,medium
POL_740357,CUST_804380,life,576,150000,2024-09-14,2025-10-31,active,medium
POL_691006,CUST_804380,home,1750,100000,2023-03-04,2025-11-09,active,low
POL_171303,CUST_180429,auto,1160,27500,2022-06-06,2025-02-14,active,high
POL_902205,CUST_180429,home,2268,110000,2019-04-02,2021-09-11,active,low
POL_890810,CUST_497941,home,2073,100000,2020-12-28,2023-06-24,active,high
POL_534803,CUST_340694,auto,884,25000,2022-08-01,2025-03-23,active,low
POL_804400,CUST_462115,life,1345,150000,2022-05-12,2024-08-09,active,medium
POL_294213,CUST_462115,home,2313,100000,2023-02-18,2025-01-08,active,high
POL_413683,CUST_772962,life,1475,165000,2024-05-25,2027-05-18,active,high
POL_204091,CUST_772962,home,2326,110000,2022-04-25,2025-01-21,active,medium
POL_743944,CUST_706889,life,2812,187500,2024-01-22,2026-10-30,active,medium
POL_767451,CUST_706889,auto,2394,25000,2018-12-27,2021-11-13,active,medium
POL_972855,CUST_683791,health,871,87500,2020-11-22,2022-10-23,active,low
POL_479181,CUST_684104,life,2128,150000,2023-04-19,2024-05-24,active,low
POL_454384,CUST_632596,health,2123,70000,2023-04-20,2025-03-30,active,low
POL_983524,CUST_189183,auto,1390,30000,2020-12-23,2022-10-21,active,high
POL_791287,CUST_117722,health,896,94500,2024-01-08,2026-07-06,active,medium
POL_126195,CUST_512077,life,1405,150000,2024-08-20,2026-08-31,active,low
POL_310660,CUST_897136,health,1298,94500,2019-04-08,2021-11-18,active,high
POL_413320,CUST_897136,auto,1588,27500,2021-02-14,2022-05-07,active,low
POL_955172,CUST_608868,health,544,70000,2021-02-06,2023-11-06,active,high
POL_678925,CUST_608868,life,2117,150000,2021-06-22,2023-01-24,active,high
POL_117459,CUST_191200,life,942,165000,2018-11-04,2020-09-17,active,medium
POL_558715,CUST_223499,health,1753,94500,2023-04-29,2025-10-25,active,high
POL_889137,CUST_407912,health,1990,70000,2022-01-05,2024-03-30,active,low
POL_338272,CUST_529925,health,1176,87500,2019-10-28,2022-03-04,active,low
POL_353648,CUST_268734,home,597,100000,2024-05-25,2025-06-05,active,medium
POL_787134,CUST_889638,health,1440,87500,2021-06-23,2023-08-03,active,high
POL_975665,CUST_561990,auto,1080,25000,2020-10-16,2022-04-16,active,low
POL_437514,CUST_833087,auto,2499,25000,2018-06-22,2021-02-19,active,medium
POL_206665,CUST_931553,life,3077,187500,2024-04-21,2026-06-23,active,medium
POL_919797,CUST_172058,life,1443,150000,2020-02-10,2021-04-08,active,medium
POL_179678,CUST_172058,auto,1659,25000,2024-06-04,2027-03-01,inactive,high
POL_763936,CUST_852613,health,2282,70000,2024-11-06,2027-08-24,active,high
POL_516069,CUST_852613,auto,2122,25000,2023-08-14,2025-05-25,active,medium
POL_702164,CUST_570795,health,1358,70000,2018-03-20,2020-11-20,active,medium
POL_849471,CUST_570795,life,741,150000,2018-06-12,2020-01-18,active,medium
POL_605872,CUST_344916,home,1327,100000,2019-10-30,2021-09-20,active,high
POL_723990,CUST_381070,home,1314,100000,2018-08-21,2021-05-22,active,low
POL_894931,CUST_854423,health,988,87500,2021-11-20,2024-02-27,active,high
POL_125134,CUST_854423,home,2494,100000,2022-03-11,2023-04-03,active,low
POL_461111,CUST_471054,life,2583,187500,2021-01-28,2022-04-13,active,medium
POL_349811,CUST_390910,life,2243,150000,2022-04-15,2025-03-11,active,low
POL_621009,CUST_462920,life,2678,165000,2023-01-13,2024-06-21,inactive,medium
POL_271719,CUST_462920,auto,1388,25000,2020-02-07,2021-02-28,active,low
POL_962325,CUST_964286,health,1565,77000,2024-05-16,2025-11-15,active,high
POL_303302,CUST_989484,life,1027,165000,2018-03-31,2020-02-22,active,medium
POL_601333,CUST_617189,life,559,150000,2020-07-18,2023-05-06,active,high
POL_578564,CUST_873040,life,1303,150000,2018-04-29,2021-03-10,active,low
POL_867382,CUST_330628,life,509,150000,2020-06-05,2021-11-08,active,medium
POL_338473,CUST_275622,health,1563,70000,2020-03-02,2021-07-24,inactive,high
POL_540867,CUST_982747,life,1453,150000,2023-05-27,2025-06-04,active,medium
POL_506813,CUST_199051,home,1621,110000,2021-01-14,2023-02-02,active,high
POL_222428,CUST_152789,life,1456,187500,2020-02-02,2021-11-11,active,medium
POL_688831,CUST_789288,life,1534,150000,2022-09-11,2025-07-07,active,high
POL_562744,CUST_786642,health,1540,70000,2018-05-25,2020-10-04,inactive,medium
POL_931699,CUST_849096,life,1475,150000,2021-03-16,2023-06-06,active,medium
POL_489772,CUST_149319,health,1584,70000,2022-12-04,2025-06-18,active,medium
POL_710031,CUST_727273,life,2182,150000,2018-12-26,2021-12-07,active,low
POL_378254,CUST_877911,health,1333,87500,2024-05-14,2026-01-16,active,medium
POL_686670,CUST_552445,life,2002,187500,2024-12-01,2027-10-16,active,medium
POL_799427,CUST_552445,auto,686,25000,2019-08-15,2021-02-17,active,high
POL_213105,CUST_223177,life,1880,187500,2020-05-01,2022-03-31,inactive,low
POL_352215,CUST_747704,home,1952,120000,2023-12-13,2026-01-18,active,medium
POL_601685,CUST_295726,life,1784,150000,2021-03-11,2023-10-05,active,high
POL_915326,CUST_853682,life,1940,195000,2022-12-28,2025-02-17,active,low
POL_302655,CUST_998887,life,2120,187500,2018-11-13,2019-12-01,active,low
POL_610080,CUST_998887,home,1572,100000,2020-01-04,2022-05-27,active,high
POL_799783,CUST_191790,auto,2443,25000,2018-08-13,2020-10-05,active,high
POL_800047,CUST_224427,health,1535,70000,2022-04-14,2024-07-05,active,high
POL_446566,CUST_224427,life,2103,150000,2019-12-17,2020-12-25,active,high
POL_660975,CUST_789738,health,1939,70000,2021-08-21,2023-12-15,active,medium
POL_319406,CUST_825091,life,1326,150000,2018-10-13,2020-11-30,active,medium
POL_856264,CUST_825091,auto,2080,25000,2019-01-15,2021-07-12,active,medium
POL_344021,CUST_148906,home,2256,100000,2019-04-10,2021-03-29,active,low
POL_344781,CUST_424207,home,771,100000,2018-10-21,2021-09-12,active,high
POL_772804,CUST_752669,home,1567,100000,2024-11-27,2027-04-24,active,medium
POL_633729,CUST_791298,life,2397,202500,2022-10-28,2025-09-03,active,medium
POL_978831,CUST_791298,auto,1258,27500,2020-11-04,2023-01-25,active,medium
POL_114760,CUST_543785,life,2154,150000,2019-02-24,2021-07-14,active,high
POL_585609,CUST_543785,home,1216,100000,2024-11-20,2027-01-18,active,low
POL_825620,CUST_263547,life,719,150000,2021-10-03,2023-10-16,inactive,low
POL_375736,CUST_320012,life,876,150000,2018-11-15,2020-03-30,active,medium
POL_821713,CUST_320012,home,2459,100000,2021-10-03,2023-03-09,inactive,high
POL_688497,CUST_960936,life,2898,180000,2022-01-19,2024-05-30,active,medium
POL_220318,CUST_340244,health,2478,70000,2020-03-12,2022-01-30,active,medium
POL_266838,CUST_340244,auto,1612,25000,2018-01-24,2019-07-27,active,medium
POL_184649,CUST_865982,life,1967,150000,2020-05-27,2023-03-26,active,high
POL_729942,CUST_865982,auto,602,25000,2018-12-03,2020-09-12,active,high
POL_564354,CUST_803096,life,665,165000,2023-12-26,2025-09-11,active,high
POL_568345,CUST_803096,auto,1145,25000,2021-09-25,2023-09-28,active,high
POL_687623,CUST_620230,home,1495,100000,2020-06-06,2021-11-06,active,low
POL_233582,CUST_547073,health,1210,87500,2018-10-07,2020-04-16,active,high
POL_352753,CUST_547073,home,1946,100000,2024-03-01,2026-12-10,inactive,medium
POL_642670,CUST_818209,life,1299,150000,2020-12-11,2023-09-10,active,low
POL_384729,CUST_818209,home,1233,100000,2018-02-10,2020-07-30,active,medium
POL_244922,CUST_714563,life,2161,187500,2023-07-30,2025-02-25,active,high
POL_386132,CUST_514861,health,2835,94500,2021-07-16,2023-12-20,active,medium
POL_298766,CUST_369412,home,1374,100000,2019-03-15,2022-01-06,active,medium
POL_511433,CUST_316394,life,609,150000,2020-11-28,2022-09-30,active,high
POL_744330,CUST_420185,auto,1575,25000,2024-04-28,2026-11-03,active,high
POL_952826,CUST_420185,home,559,100000,2022-04-04,2024-05-16,active,low
POL_157311,CUST_540536,life,1674,150000,2023-11-19,2025-06-09,active,medium
POL_525179,CUST_602194,life,1081,202500,2022-10-10,2024-08-02,inactive,high
POL_718926,CUST_500033,auto,1179,25000,2023-12-19,2026-07-20,active,high
POL_896021,CUST_980366,health,1903,87500,2021-01-01,2022-10-02,active,medium
POL_249221,CUST_314647,health,1296,70000,2020-09-20,2021-12-13,inactive,high
POL_144961,CUST_572658,health,1585,70000,2019-07-27,2022-06-29,active,high
POL_357600,CUST_194026,home,2439,100000,2021-06-06,2024-01-26,active,high
POL_196519,CUST_393948,health,1661,70000,2024-08-09,2027-01-19,active,high
POL_888417,CUST_393948,home,663,100000,2018-06-05,2019-12-08,active,low
POL_818016,CUST_314340,auto,1198,25000,2019-07-22,2022-05-12,active,high
POL_392435,CUST_238212,health,1224,70000,2022-04-19,2024-09-21,active,low
POL_801723,CUST_673009,health,1164,70000,2019-03-20,2021-04-20,active,medium
POL_101282,CUST_673009,life,838,150000,2023-06-25,2024-07-02,inactive,high
POL_489849,CUST_562113,home,2486,110000,2023-08-03,2025-12-02,inactive,low
POL_284450,CUST_875419,life,1758,150000,2018-07-09,2020-02-04,active,low
POL_353671,CUST_878826,life,2474,150000,2018-04-19,2020-08-18,active,medium
POL_351484,CUST_901445,health,2775,94500,2023-09-18,2025-07-07,active,low
POL_424614,CUST_901445,auto,1509,27500,2020-11-16,2023-05-14,active,medium
POL_914163,CUST_493929,life,1057,150000,2020-06-16,2021-09-03,inactive,low
POL_328872,CUST_623339,life,2933,202500,2020-05-05,2021-09-25,active,low
POL_354495,CUST_623339,auto,1776,27500,2021-12-20,2023-09-09,inactive,medium
POL_157802,CUST_516558,life,1964,150000,2023-05-25,2025-01-20,active,high
POL_180905,CUST_184466,life,1657,202500,2024-01-13,2025-07-09,active,high
POL_731782,CUST_709815,health,1365,70000,2021-02-11,2023-01-26,active,high
POL_316041,CUST_709815,life,1359,150000,2019-07-22,2021-04-24,active,low
POL_472992,CUST_777702,auto,2366,25000,2018-11-24,2020-04-24,active,medium
POL_304943,CUST_198944,health,2429,70000,2024-11-17,2027-05-03,active,high
POL_600365,CUST_683293,health,2203,87500,2020-04-23,2021-05-14,active,high
POL_590071,CUST_683293,home,744,100000,2019-06-07,2021-05-09,active,low
POL_622420,CUST_521240,life,1857,150000,2018-08-28,2020-12-08,active,high
POL_365979,CUST_521240,home,1940,100000,2020-02-03,2021-12-06,active,high
POL_785859,CUST_167070,health,2936,94500,2023-04-05,2025-03-03,active,high
POL_980435,CUST_568203,health,2473,70000,2019-02-27,2020-10-20,active,low
POL_974328,CUST_840536,life,1518,180000,2022-08-28,2025-02-17,active,medium
POL_412981,CUST_893023,health,1024,77000,2018-06-19,2019-10-30,active,low
POL_860434,CUST_893023,home,1292,100000,2021-07-23,2024-03-29,active,medium
POL_653984,CUST_950736,auto,2314,25000,2021-02-19,2023-05-02,active,medium
POL_939192,CUST_866603,life,1260,150000,2019-02-12,2020-02-24,active,high
POL_812294,CUST_808372,life,529,150000,2021-11-19,2024-06-09,active,medium
POL_299653,CUST_808372,auto,1531,25000,2019-07-08,2021-07-29,active,high
POL_136139,CUST_721990,auto,883,25000,2023-04-24,2025-04-16,active,low
POL_507758,CUST_419304,life,1505,150000,2024-10-17,2026-03-24,active,medium
POL_346763,CUST_419304,auto,877,25000,2018-01-28,2019-07-24,active,high
POL_982588,CUST_218011,health,2099,70000,2019-10-28,2022-04-08,active,high
POL_873209,CUST_218011,auto,563,25000,2022-11-16,2025-01-13,active,high
POL_497158,CUST_771098,health,1805,70000,2023-07-15,2024-08-25,active,high
POL_750639,CUST_771098,life,1779,150000,2024-06-28,2027-06-25,active,low
POL_961582,CUST_364936,health,2389,84000,2019-04-25,2021-11-21,active,medium
POL_881314,CUST_348053,auto,1857,25000,2020-12-30,2022-08-12,active,high
POL_298082,CUST_300888,auto,1956,25000,2022-08-23,2024-01-16,active,high
POL_181062,CUST_821349,health,1182,70000,2019-12-07,2021-02-18,active,low
POL_105630,CUST_232168,health,2307,70000,2023-09-15,2026-01-09,inactive,high
POL_246805,CUST_667472,health,590,70000,2018-06-14,2020-12-15,inactive,low
POL_237632,CUST_667472,home,761,100000,2022-01-10,2023-09-08,inactive,high
POL_703834,CUST_206564,life,1135,202500,2024-07-30,2026-03-27,active,high
POL_698996,CUST_264681,life,1667,202500,2018-07-21,2021-01-12,active,high
POL_990545,CUST_626759,auto,562,25000,2022-04-18,2023-06-29,active,medium
POL_399901,CUST_325259,life,738,150000,2018-03-05,2019-06-07,active,medium
POL_964489,CUST_325259,auto,2268,25000,2020-12-15,2023-04-05,active,medium
POL_610750,CUST_304719,health,2336,70000,2019-02-13,2020-06-16,active,low
POL_439943,CUST_304719,life,1662,150000,2022-05-26,2024-07-27,active,low
POL_863000,CUST_283587,home,2007,100000,2023-12-15,2026-09-19,active,high
POL_291689,CUST_420580,home,1247,100000,2022-10-26,2023-12-04,active,medium
POL_120863,CUST_564197,life,3051,187500,2019-05-12,2021-07-19,inactive,low
POL_822174,CUST_564197,home,2198,100000,2018-08-06,2020-01-10,inactive,medium
POL_962260,CUST_822986,life,2342,150000,2018-03-05,2020-04-11,active,low
POL_828756,CUST_822986,auto,759,25000,2018-09-07,2021-08-14,active,high
POL_793147,CUST_401454,home,1215,100000,2021-02-01,2022-05-02,active,medium
POL_414342,CUST_721109,life,1746,150000,2021-07-09,2023-09-23,active,medium
POL_910810,CUST_721109,auto,1599,25000,2023-03-28,2025-05-07,active,high
POL_743852,CUST_933413,life,2409,150000,2020-11-07,2023-01-02,active,low
POL_108764,CUST_933413,auto,1069,25000,2023-08-31,2025-07-08,active,low
POL_215070,CUST_664941,health,510,70000,2018-02-25,2021-02-08,inactive,low
POL_300660,CUST_629103,health,2467,84000,2022-12-22,2024-09-16,inactive,medium
POL_894743,CUST_629103,life,1854,180000,2019-02-04,2020-02-21,active,medium
POL_289208,CUST_231753,health,1240,87500,2020-01-01,2021-07-14,active,low
POL_333850,CUST_849347,health,1398,84000,2024-01-30,2027-01-05,active,low
POL_865792,CUST_748735,home,1484,100000,2019-11-05,2022-08-23,active,low
POL_445508,CUST_611016,health,2511,77000,2020-08-21,2022-05-23,inactive,low
POL_617798,CUST_611016,home,736,100000,2019-05-01,2021-08-25,active,medium
POL_182320,CUST_723379,health,1255,70000,2022-09-23,2024-12-13,active,low
POL_468570,CUST_723379,home,1930,100000,2018-05-27,2019-06-15,active,high
POL_499731,CUST_957877,home,676,100000,2019-05-18,2021-11-10,active,low
POL_888693,CUST_207425,health,1819,70000,2023-08-09,2026-04-22,active,low
POL_632888,CUST_207425,home,1776,100000,2020-04-24,2022-02-26,active,high
POL_513936,CUST_736288,auto,1683,25000,2018-08-18,2019-12-27,active,high
POL_435577,CUST_719338,health,1815,70000,2020-07-11,2021-10-07,active,high
POL_779999,CUST_719338,home,1211,100000,2023-11-24,2025-01-10,active,low
POL_583317,CUST_571342,home,1530,100000,2023-08-03,2025-07-14,active,medium
POL_633690,CUST_374691,life,701,150000,2020-05-18,2021-09-07,inactive,low
POL_615064,CUST_374691,home,2006,100000,2019-07-11,2021-01-23,active,low
POL_368562,CUST_720301,health,2513,94500,2021-02-24,2022-12-02,active,medium
POL_210522,CUST_720301,home,1756,110000,2021-08-02,2022-08-18,inactive,high
POL_631159,CUST_871100,life,905,150000,2018-12-25,2020-08-31,active,medium
POL_675835,CUST_258803,life,1964,150000,2021-05-06,2022-08-25,inactive,medium
POL_875792,CUST_734299,health,948,77000,2019-10-21,2021-12-06,active,medium
POL_949257,CUST_280003,life,1277,165000,2018-09-27,2021-01-20,active,medium
POL_139861,CUST_216349,auto,1011,25000,2023-06-19,2026-04-25,active,low
POL_146370,CUST_216349,home,596,100000,2020-02-28,2022-04-14,active,medium
POL_186947,CUST_116144,life,1103,150000,2024-05-03,2026-09-13,active,low
POL_139914,CUST_541100,life,1468,150000,2018-11-20,2021-08-23,active,high
POL_779502,CUST_541100,home,819,100000,2019-11-07,2022-08-30,active,medium
POL_837801,CUST_638648,life,1458,150000,2024-09-14,2027-05-27,active,high
POL_221455,CUST_236974,health,2035,70000,2018-04-01,2020-02-02,active,high
POL_740391,CUST_140970,home,1388,100000,2022-05-10,2023-05-20,active,medium
POL_959684,CUST_328384,health,1286,70000,2019-02-15,2020-05-11,active,high
POL_235961,CUST_328384,life,2260,150000,2024-03-05,2026-10-17,active,low
POL_627079,CUST_525925,health,2140,77000,2023-05-24,2025-04-08,active,medium
POL_123447,CUST_983577,health,1235,77000,2024-04-21,2025-12-20,active,high
POL_495755,CUST_983577,life,1659,165000,2020-03-22,2023-02-27,active,low
POL_625961,CUST_186488,health,731,70000,2024-06-26,2025-11-10,inactive,high
POL_641074,CUST_989050,life,1711,150000,2024-06-29,2025-10-03,active,high
POL_778205,CUST_156275,life,1459,165000,2023-04-30,2025-03-22,active,medium
POL_791622,CUST_156275,home,1617,100000,2020-10-22,2022-09-11,active,medium
POL_799928,CUST_173429,health,2135,70000,2022-04-14,2024-01-25,active,high
POL_896962,CUST_173429,home,847,100000,2022-09-01,2025-04-04,active,high
POL_911386,CUST_909070,health,2511,94500,2021-11-06,2024-04-30,active,low
POL_161930,CUST_909070,home,672,110000,2021-12-03,2024-06-02,active,high
POL_525423,CUST_547186,health,1939,70000,2023-02-28,2025-03-11,active,high
POL_201574,CUST_547186,home,2453,100000,2021-04-02,2023-12-24,active,high
POL_464891,CUST_764810,health,2704,84000,2023-09-08,2026-02-19,active,low
POL_189593,CUST_764810,life,1312,180000,2024-02-16,2025-10-18,inactive,high
POL_859956,CUST_389471,life,2207,150000,2020-02-03,2022-04-29,active,low
POL_921454,CUST_389471,home,2416,100000,2022-12-18,2025-05-19,active,low
POL_756733,CUST_635046,health,1090,70000,2024-07-15,2027-06-17,active,low
POL_683966,CUST_365056,health,937,84000,2023-08-18,2024-11-05,inactive,low
POL_573870,CUST_365056,life,1548,180000,2018-12-19,2021-05-04,active,high
POL_145570,CUST_253880,home,692,100000,2020-07-14,2022-05-01,active,low
POL_557969,CUST_524832,auto,609,25000,2023-07-06,2025-02-14,inactive,low
